Key,Frequency,Percentage
InterestPayableCurrent,170,33.86%
CostOfGoodsSold,169,33.67%
NoncurrentAssets,169,33.67%
FinanceLeaseInterestPaymentOnLiability,169,33.67%
CapitalLeasesFutureMinimumPaymentsDueThereafter,169,33.67%
CommercialPaper,168,33.47%
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleAmountOfUnrecordedBenefit,167,33.27%
TreasuryStockAcquiredAverageCostPerShare,166,33.07%
StockRepurchasedAndRetiredDuringPeriodValue,165,32.87%
CapitalLeasesFutureMinimumPaymentsDue,165,32.87%
RestrictedCashAndCashEquivalentsAtCarryingValue,164,32.67%
ImpairmentOfIntangibleAssetsExcludingGoodwill,164,32.67%
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,164,32.67%
InterestCostsCapitalized,164,32.67%
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,163,32.47%
DeferredTaxAssetsDeferredIncome,162,32.27%
StockIssuedDuringPeriodSharesNewIssues,162,32.27%
AssetsOfDisposalGroupIncludingDiscontinuedOperation,161,32.07%
DebtInstrumentUnamortizedDiscount,161,32.07%
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,161,32.07%
ImpairmentOfLongLivedAssetsHeldForUse,160,31.87%
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,160,31.87%
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,160,31.87%
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,159,31.67%
OtherComprehensiveIncomeDefinedBenefitPlansTax,159,31.67%
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,159,31.67%
DefinedBenefitPlanNetPeriodicBenefitCost,159,31.67%
DeferredTaxAssetsInventory,158,31.47%
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,158,31.47%
DeferredFinanceCostsNet,158,31.47%
InventoryFinishedGoodsNetOfReserves,157,31.27%
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,156,31.08%
ProceedsFromLinesOfCredit,155,30.88%
InventoryFinishedGoods,155,30.88%
ImpairmentOfInvestments,155,30.88%
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,155,30.88%
IncreaseDecreaseInRestrictedCash,154,30.68%
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,154,30.68%
LongTermDebtAndCapitalLeaseObligationsCurrent,154,30.68%
NoncontrollingInterestIncreaseFromBusinessCombination,154,30.68%
RepaymentsOfDebt,153,30.48%
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,153,30.48%
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,153,30.48%
MachineryAndEquipmentGross,152,30.28%
PaymentsToAcquireEquityMethodInvestments,152,30.28%
DisposalGroupIncludingDiscontinuedOperationRevenue,152,30.28%
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,152,30.28%
DeferredTaxAssetsLiabilitiesNetNoncurrent,152,30.28%
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,152,30.28%
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,151,30.08%
PrepaidExpenseCurrent,151,30.08%
GainLossOnDispositionOfAssets1,150,29.88%
GoodwillTranslationAndPurchaseAccountingAdjustments,149,29.68%
OtherOperatingActivitiesCashFlowStatement,149,29.68%
DebtInstrumentFairValue,149,29.68%
IncomeTaxesReceivable,148,29.48%
DeferredIncomeTaxesAndTaxCredits,148,29.48%
RepaymentsOfLinesOfCredit,147,29.28%
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,147,29.28%
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,147,29.28%
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,147,29.28%
ImpairmentOfIntangibleAssetsFinitelived,146,29.08%
ProceedsFromIssuanceOfDebt,146,29.08%
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,146,29.08%
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,146,29.08%
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount,146,29.08%
GeneralAndAdministrativeExpense,146,29.08%
LineOfCreditFacilityRemainingBorrowingCapacity,146,29.08%
GainLossOnInvestments,146,29.08%
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,144,28.69%
InterestIncomeExpenseNet,144,28.69%
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,143,28.49%
ImpairmentOfLongLivedAssetsToBeDisposedOf,143,28.49%
UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition,142,28.29%
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,142,28.29%
InterestExpenseNonoperating,142,28.29%
AvailableforsaleSecuritiesGrossUnrealizedGain,141,28.09%
BusinessAcquisitionProFormaEarningsPerShareDiluted,141,28.09%
ContractWithCustomerLiabilityNoncurrent,141,28.09%
BusinessAcquisitionCostOfAcquiredEntityCashPaid,141,28.09%
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,140,27.89%
GoodwillAndIntangibleAssetImpairment,140,27.89%
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,139,27.69%
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,139,27.69%
CostOfRevenue,139,27.69%
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,138,27.49%
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,138,27.49%
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,138,27.49%
ProceedsFromSaleOfAvailableForSaleSecurities,138,27.49%
GainLossRelatedToLitigationSettlement,138,27.49%
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,138,27.49%
EquityMethodInvestmentOwnershipPercentage,138,27.49%
EquityMethodInvestmentOtherThanTemporaryImpairment,137,27.29%
AssetsFairValueDisclosure,137,27.29%
PaymentsOfDebtExtinguishmentCosts,137,27.29%
ProceedsFromSaleOfProductiveAssets,137,27.29%
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,136,27.09%
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,136,27.09%
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,136,27.09%
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,135,26.89%
SubleaseIncome,135,26.89%
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,135,26.89%
SeveranceCosts1,135,26.89%
ProceedsFromShortTermDebt,134,26.69%
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,134,26.69%
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,134,26.69%
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,134,26.69%
SalesRevenueGoodsNet,133,26.49%
DeferredTaxAssetsLiabilitiesNetCurrent,133,26.49%
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,133,26.49%
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,132,26.29%
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,132,26.29%
RepaymentsOfShortTermDebt,131,26.10%
IncomeTaxReconciliationRepatriationOfForeignEarnings,131,26.10%
IncreaseDecreaseInDeferredRevenue,130,25.90%
IncreaseDecreaseInContractWithCustomerLiability,130,25.90%
AvailableForSaleSecuritiesGrossUnrealizedLosses1,130,25.90%
DefinedBenefitPlanAccumulatedBenefitObligation,130,25.90%
EquityMethodInvestmentDividendsOrDistributions,130,25.90%
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,129,25.70%
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,129,25.70%
IncreaseDecreaseInReceivables,129,25.70%
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,128,25.50%
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,128,25.50%
AllowanceForDoubtfulAccountsReceivableWriteOffs,127,25.30%
DeferredTaxAssetsPropertyPlantAndEquipment,127,25.30%
InterestExpenseDebt,127,25.30%
InventoryWorkInProcessNetOfReserves,127,25.30%
OtherAssets,127,25.30%
RestrictedCash,126,25.10%
EquitySecuritiesFvNi,126,25.10%
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm,126,25.10%
AvailableForSaleSecuritiesGrossRealizedGains,126,25.10%
SharePrice,125,24.90%
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,125,24.90%
ProceedsFromSaleAndMaturityOfMarketableSecurities,125,24.90%
BusinessCombinationContingentConsiderationLiability,125,24.90%
FinitelivedIntangibleAssetsAcquired1,125,24.90%
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,125,24.90%
BusinessCombinationConsiderationTransferred1,124,24.70%
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,124,24.70%
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableIntrinsicValue,124,24.70%
StockRepurchasedAndRetiredDuringPeriodShares,124,24.70%
ProceedsFromMinorityShareholders,124,24.70%
PaymentsOfDividendsMinorityInterest,124,24.70%
CapitalLeaseObligations,124,24.70%
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,123,24.50%
DeferredTaxAssetsTaxCreditCarryforwardsForeign,123,24.50%
AvailableForSaleSecuritiesFairValueDisclosure,123,24.50%
DerivativeGainLossOnDerivativeNet,123,24.50%
DividendsCommonStock,123,24.50%
AccruedIncomeTaxesNoncurrent,122,24.30%
PaymentsToAcquireMarketableSecurities,122,24.30%
IncreaseDecreaseInAccruedLiabilities,122,24.30%
CumulativeEffectOfInitialAdoptionOfFIN48,121,24.10%
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,121,24.10%
AllocatedShareBasedCompensationExpenseNetOfTax,121,24.10%
LossContingencyAccrualAtCarryingValue,121,24.10%
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,121,24.10%
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,121,24.10%
OperatingLeaseExpense,121,24.10%
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,121,24.10%
GoodwillGross,121,24.10%
AmortizationOfFinancingCosts,121,24.10%
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,120,23.90%
LongTermInvestments,120,23.90%
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,120,23.90%
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,119,23.71%
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,119,23.71%
ProceedsFromSaleOfEquityMethodInvestments,119,23.71%
ValuationAllowancesAndReservesBalance,119,23.71%
GoodwillPeriodIncreaseDecrease,119,23.71%
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,118,23.51%
RestructuringReserveSettledWithCash,118,23.51%
DeferredTaxAssetsCapitalLossCarryforwards,118,23.51%
ShortTermDebtWeightedAverageInterestRate,118,23.51%
IncreaseDecreaseInDeferredIncomeTaxes,118,23.51%
DebtLongtermAndShorttermCombinedAmount,118,23.51%
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,118,23.51%
ProceedsFromSaleMaturityAndCollectionsOfInvestments,117,23.31%
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue,117,23.31%
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,117,23.31%
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,117,23.31%
InventoryRawMaterialsNetOfReserves,117,23.31%
ReceivablesNetCurrent,117,23.31%
PaymentsToAcquireAvailableForSaleSecurities,116,23.11%
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,116,23.11%
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,116,23.11%
EffectiveIncomeTaxRateReconciliationTaxCredits,116,23.11%
NumberOfBusinessesAcquired,115,22.91%
ValuationAllowancesAndReservesChargedToCostAndExpense,115,22.91%
TaxCreditCarryforwardAmount,114,22.71%
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,114,22.71%
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,114,22.71%
DividendsPayableCurrent,114,22.71%
UnamortizedDebtIssuanceExpense,114,22.71%
InventoryWorkInProcess,114,22.71%
LineOfCreditFacilityCurrentBorrowingCapacity,114,22.71%
DerivativeLiabilitiesCurrent,114,22.71%
IncomeTaxReconciliationOtherReconcilingItems,113,22.51%
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,113,22.51%
BusinessAcquisitionProFormaEarningsPerShareBasic,113,22.51%
DerivativeNotionalAmount,113,22.51%
EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions,113,22.51%
ContractWithCustomerAssetNet,112,22.31%
PaymentsToAcquireAvailableForSaleSecuritiesDebt,112,22.31%
DebtAndCapitalLeaseObligations,112,22.31%
GoodwillOtherIncreaseDecrease,112,22.31%
RedeemableNoncontrollingInterestEquityCarryingAmount,112,22.31%
DeferredRevenue,112,22.31%
GoodwillOtherChanges,112,22.31%
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,112,22.31%
LitigationSettlementExpense,112,22.31%
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,111,22.11%
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,111,22.11%
ValuationAllowancesAndReservesDeductions,111,22.11%
OtherCostAndExpenseOperating,111,22.11%
DefinedBenefitPlanBenefitObligation,111,22.11%
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,110,21.91%
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,110,21.91%
DeferredTaxAssetsGoodwillAndIntangibleAssets,110,21.91%
EquitySecuritiesFvNiUnrealizedGainLoss,110,21.91%
DeferredRevenueNoncurrent,110,21.91%
DefinedBenefitPlanUltimateHealthCareCostTrendRate,110,21.91%
InventoryRawMaterials,110,21.91%
DefinedBenefitPlanInterestCost,110,21.91%
CashAcquiredFromAcquisition,110,21.91%
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,110,21.91%
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,109,21.71%
PaymentsOfFinancingCosts,109,21.71%
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,109,21.71%
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,108,21.51%
PaymentsToAcquireOtherInvestments,108,21.51%
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount,108,21.51%
UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount,108,21.51%
OtherAssetsMiscellaneousNoncurrent,108,21.51%
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,108,21.51%
LiabilitiesFairValueDisclosure,108,21.51%
UnrecognizedTaxBenefitsDecreasesResultingFromCurrentPeriodTaxPositions,108,21.51%
AmortizationOfFinancingCostsAndDiscounts,108,21.51%
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,108,21.51%
SegmentExpenditureAdditionToLongLivedAssets,108,21.51%
IncomeTaxReconciliationTaxCredits,108,21.51%
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,108,21.51%
GuaranteeObligationsMaximumExposure,108,21.51%
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents,107,21.31%
GainLossOnSaleOfInvestments,107,21.31%
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,107,21.31%
NumberOfReportingUnits,107,21.31%
ExtinguishmentOfDebtAmount,107,21.31%
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,106,21.12%
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,106,21.12%
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax,106,21.12%
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,106,21.12%
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,106,21.12%
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,106,21.12%
RestructuringAndRelatedCostIncurredCost,106,21.12%
GoodwillTransfers,106,21.12%
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,105,20.92%
IncomeTaxExpenseBenefitContinuingOperations,105,20.92%
AdjustmentForAmortization,105,20.92%
InvestmentsFairValueDisclosure,105,20.92%
AccountsReceivableGrossCurrent,105,20.92%
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,105,20.92%
OtherRestructuringCosts,105,20.92%
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,104,20.72%
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,104,20.72%
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,104,20.72%
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,104,20.72%
AvailableForSaleSecuritiesGrossRealizedLosses,104,20.72%
AvailableForSaleSecuritiesGrossUnrealizedGains,103,20.52%
IncomeTaxReconciliationTaxCreditsResearch,103,20.52%
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,103,20.52%
PaymentsToAcquireIntangibleAssets,103,20.52%
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,103,20.52%
EquityMethodInvestmentRealizedGainLossOnDisposal,103,20.52%
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,103,20.52%
CapitalLeasedAssetsGross,102,20.32%
IncomeTaxReconciliationTaxSettlements,101,20.12%
OtherComprehensiveIncomeLossBeforeTax,101,20.12%
CostMethodInvestments,101,20.12%
UnrealizedGainLossOnInvestments,101,20.12%
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,101,20.12%
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,101,20.12%
Dividends,101,20.12%
OtherOperatingIncomeExpenseNet,101,20.12%
InterestIncomeExpenseNonoperatingNet,101,20.12%
DeferredTaxAssetsInProcessResearchAndDevelopment,101,20.12%
RestructuringReserveCurrent,101,20.12%
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,101,20.12%
CashAndCashEquivalentsFairValueDisclosure,101,20.12%
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,100,19.92%
ProceedsFromIssuanceOfSeniorLongTermDebt,100,19.92%
GainLossOnSaleOfOtherAssets,100,19.92%
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,100,19.92%
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,100,19.92%
DefinedBenefitPlanServiceCost,100,19.92%
OtherAssetImpairmentCharges,100,19.92%
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,100,19.92%
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,100,19.92%
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,99,19.72%
RestrictedCashAndCashEquivalentsNoncurrent,99,19.72%
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,99,19.72%
FiniteLivedIntangibleAssetsUsefulLifeMaximum,99,19.72%
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,99,19.72%
AssetRetirementObligation,99,19.72%
AccrualForEnvironmentalLossContingencies,98,19.52%
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,98,19.52%
DefinedBenefitPlanActuarialGainLoss,98,19.52%
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,98,19.52%
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent,98,19.52%
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,98,19.52%
PaymentsToAcquireShortTermInvestments,98,19.52%
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,98,19.52%
RevenueFromContractWithCustomerIncludingAssessedTax,98,19.52%
DeferredTaxAssetsOperatingLossCarryforwardsForeign,97,19.32%
InventoryWriteDown,97,19.32%
AvailableForSaleSecuritiesGrossUnrealizedLoss,97,19.32%
